content,query,date,hashtag
no I think the Zionists did. The reply wouldn’t made sense without the zionists replying??? Hello?,Zionist,2020-07-09 23:49:09+00:00,[]
"Toronto restaurant tells customers, ‘Zionists not welcome’",Zionist,2020-07-09 23:49:00+00:00,[]
mother directioner is a zionist,Zionist,2020-07-09 23:48:38+00:00,[]
"Hi all on this thread, I present to you a hard Zionist who believes Palestinian children and Palestinian medics are terrorists. Maurice, please give us your thoughts on the above video.",Zionist,2020-07-09 23:47:28+00:00,[]
"Please remember while these central players are professed Jews, they are Zionists whose own comments about other Jews as well as non-Jews sound like hard-core anti-Semites; they are Nazis not Jews no matter what they call themselves and trade on: Some Dots",Zionist,2020-07-09 23:47:24+00:00,[]
"At the terrifying center of 's reporting on the acceleration of lib Zionist dissociation as annexation approaches: ""The occupation’s putative temporariness is what has enabled liberal Zionists to see themselves as genuine liberals.""",Zionist,2020-07-09 23:47:23+00:00,[]
"Not too familiar with the history of Christian Zionism and I have no doubts that Israel stoked it intentionally, but doesn't it go all the way back to 17th century Protestant theology? Christian Zionists were also propagating their views in 19th century before Jewish Zionists.",Zionist,2020-07-09 23:47:13+00:00,[]
"zionists marking people for destruction - now, let's see.. who else did this? is",Zionist,2020-07-09 23:47:07+00:00,"['zionism', 'fascism', 'nazism']"
no you can not be pro-palestine and be a zionist at the same time????,Zionist,2020-07-09 23:47:04+00:00,[]
Zionists are crying in the comments lol,Zionist,2020-07-09 23:46:17+00:00,[]
zionists can stay mad,Zionist,2020-07-09 23:45:53+00:00,[]
was built on - How terrorism determined 's fate (See also:,Zionist,2020-07-09 23:45:26+00:00,"['Israel', 'terrorism', 'zionist', 'Palestine']"
Fcuking Falling to Zionist threatening.,Zionist,2020-07-09 23:43:58+00:00,[]
"The word Jew in itself means to those who belonged to the kingdom of Judah. So as I said before, if the Bible is irrelevant, why call themselves a Jew or Jewish? Why did the proclaim themselves as Zionists in the Balfour declaration?",Zionist,2020-07-09 23:42:41+00:00,[]
The majority of Jews are proud Zionists.,Zionist,2020-07-09 23:42:37+00:00,[]
??? zionism was coined by jewish zionists?? it has a very specific demand of establishing a full jewish homeland in Palestine. anyone who recognizes Palestine doesnt recognize zionism. supporting israel is still shit but its not the same thing. its called nuance.,Zionist,2020-07-09 23:42:14+00:00,[]
"Palestinian Lives Matter, but not to Zionists.",Zionist,2020-07-09 23:41:58+00:00,[]
"OK, that's a more fair position that Omar's accusation that Israel basically controls us. Are you a Zionist?",Zionist,2020-07-09 23:40:59+00:00,[]
Tell your children and grandchildren that Zamalek is the 20th Century Club of Africa and that the title was stolen from it just as Palestine was stolen from the Zionists,Zionist,2020-07-09 23:40:32+00:00,['zamalek_century_club']
"The Christian Zionist movement was almost literally created by the Mossad. After 1967, they made the effort of finding large Christian fundamentalist sects in the United States and elsewhere to integrate their ideology into theology.",Zionist,2020-07-09 23:39:38+00:00,[]
The vast majority of Zionists support Palestinian rights.,Zionist,2020-07-09 23:39:28+00:00,[]
"Look who is calling the kettle black, resistance is right against tyranny and occupation,. Being a Zionist is a racist and that who you are.",Zionist,2020-07-09 23:39:06+00:00,[]
I saw the words “Palestine terrorism” and I couldn’t read any further so thanks for the comments! Isn’t she like a super Zionist? Might explain the bad takes,Zionist,2020-07-09 23:34:59+00:00,[]
all the israeli zionists in my mentions that's why,Zionist,2020-07-09 23:33:30+00:00,[]
"the countries in gray would be zionists. thats the point. again, meeting half way isnt a good solution, but it aint zionism.",Zionist,2020-07-09 23:33:26+00:00,[]
That Zaid Jilani is a noted Zionist too I hear,Zionist,2020-07-09 23:33:09+00:00,[]
Cowardly zionists are NOTHING without their US finance daddy and their UK prostitute mother...,Zionist,2020-07-09 23:29:35+00:00,[]
Where is JAPAN?! P.M.Abe is the best friend of Zionists.,Zionist,2020-07-09 23:29:25+00:00,[]
Cowardly zionists are NOTHING without their US finance daddy and their UK prostitute mother...,Zionist,2020-07-09 23:28:40+00:00,[]
Cowardly zionists are NOTHING without their US finance daddy and their UK prostitute mother...,Zionist,2020-07-09 23:28:29+00:00,[]
"someone could literally just tweet anything with the word ""israel"" thrown in and people will call them a zionist",Zionist,2020-07-09 23:27:57+00:00,[]
"Antone Melton-Meaux, an attorney, is trying to unseat Rep. Ilhan Omar in Minnesota's Democratic primaries. Pro-Israel donors from around the country want to help him do it. Zionists don't do this do they? Influence government with money?",Zionist,2020-07-09 23:27:42+00:00,['Suckers']
holy cow that is my whole fucking point dude - he can be pro-israel and there’s literally nothing wrong about it - to call him a zionist without any factual proof is a whole different story and actually causes unnecessary tension. peace &amp; out,Zionist,2020-07-09 23:27:38+00:00,[]
"Corbyn is not anti-Semitic. He wants basic Palestinian human rights. Just like these Jews, that are also against Zionist aggression &amp; also want Palestinian human rights. Or are these Jews also anti-Semetic? Is everyone anti-Semitic, if they do not agree with Israeli violence.",Zionist,2020-07-09 23:26:37+00:00,[]
You did not play in the same category in terrorism you are the untouchable masters .You have as zionist the privilege to lead the dream team in lies land thief mass murder of these last decades...Congratulations.,Zionist,2020-07-09 23:24:40+00:00,[]
"This Anti-Zionist, Pro-Worker song makes me happy! ""Oy, Ir Narishe Tsionistn"" (You Foolish Little Zionists)",Zionist,2020-07-09 23:24:31+00:00,[]
"I'm being a pedant, but Chomsky does consider himself a Zionist of a sort.",Zionist,2020-07-09 23:23:48+00:00,[]
What MOST in the US of today do not understand is that the agenda of the so called leaders since the 40s is 1) to reduce the supposed overpopulation by all means possible 2) grab up all resources for themselves alone....duckduckgo neocon zionist coup...notice anything familiar?,Zionist,2020-07-09 23:22:26+00:00,[]
Well cunning Zionist is paying u enjoy to defame Pakistan shd b send to the paradise for journalists Israel and let them enjoy their lives and freedom,Zionist,2020-07-09 23:21:29+00:00,[]
Brutal murder. How can anybody with even a trace of conscience remain silent about such horrific Zionists crimes against Palestinians?,Zionist,2020-07-09 23:21:08+00:00,[]
I would never sellout America for a Zionist talking good about someone else!,Zionist,2020-02-09 23:59:19+00:00,[]
From the daily life under Zionist military occupation... A gun pointed at his head in front of his wife and daughter while picking Khubaizah (A herb we cook in this season). Pic taken few days ago.,Zionist,2020-02-09 23:59:14+00:00,"['RecognizePalestine', 'DownDealOfTheCentury']"
"is capable of anything! The USA is capable of anything, with Zionists, neocons, and demons at the helm. The State of Israel is absolutely capable of anything, including the attack on the USS Liberty, GENOCIDE,... …",Zionist,2020-02-09 23:58:30+00:00,['Trump']
... really heaven on earth before zionist dajjal enter ...!!!,Zionist,2020-02-09 23:58:15+00:00,[]
"Hes just another Zionist faction vying to control the Zionist bankers, corporations and drug dealers stranglehold over America! Have him address this TREASON",Zionist,2020-02-09 23:58:13+00:00,[]
"The Zionists do what they like in the Palestinians. Possibly, they come out with decisions to pay the bill for the inhaled air by the Palestinians and a tax on the offspring. Also, this is a Nazi occupation.",Zionist,2020-02-09 23:55:32+00:00,[]
"Forward lost the Left, when it moved to print regular contributions from anti-Zionists. After that, all that happened is that it lost Extremist Left because it still chose to criticize open antisemites.",Zionist,2020-02-09 23:53:01+00:00,[]
It is what you can't say that is at the whole root of this. You made a statement You beleive. I respect that. Now tell me who were our friends before the Zionist ruined everything?,Zionist,2020-02-09 23:52:40+00:00,[]
Zionist pigs will get their punishment soon. In Sha Allah,Zionist,2020-02-09 23:50:01+00:00,[]
"Hitler was a Zionist RT : RT : This is Fascism: Dems demand Twitter, Facebook take down, scrub, censor video of Pelosi ripping up State of the Union spe…",Zionist,2020-02-09 23:48:27+00:00,[]
So what is the Weeb/Otaku equivalent for this? Semitic? Judaophile? Or just plain old Zionist?,Zionist,2020-02-09 23:48:22+00:00,[]
"are you black or very dark skinned? No? Then you're not a descendant of ancient hebrews. You really want to tell me, white, blonde, zionist settlers were natives of historic palestine? btw only some of the elites were exiled. Most of the populations of Israel and Judea remained",Zionist,2020-02-09 23:47:50+00:00,[]
"I hear it all the time, I just I follow enough Muslims to never hear anything other than hatred towards “Zionists”",Zionist,2020-02-09 23:46:59+00:00,[]
Hi the world citizens! Many thanks thoses defend for the truth and justice regardless where they're from; sure they're this little blue planet..!? Palestine is for palestinians whereas the colonial terrorists zionists' system are thieves supported by the biggest thieves in US..!?,Zionist,2020-02-09 23:46:20+00:00,[]
i know you aren’t saying this zionist is cooler than academy award winner Christian bale,Zionist,2020-02-09 23:45:51+00:00,[]
Sorry to burst your bubble but I think you're reading the wrong book...... if you are a Catholic you're really screwed up..... but I have a feeling that you may be a Zionist.. if that's so please stay off my channel.... we have no need for each other...,Zionist,2020-02-09 23:45:44+00:00,[]
"According to zionists, that is...",Zionist,2020-02-09 23:45:28+00:00,[]
Let all the world know that those who stand with the occupied Zionists are the ones who lie to the world in conjunction with the Zionists and defend them with the lie of the Holocaust in the World War and the dead were burned so that diseases do not spread,Zionist,2020-02-09 23:44:45+00:00,[]
Or are the People called Zionists wanting the trouble makers to leave Israel alone and go trouble the west. ?? Anything is possible.,Zionist,2020-02-09 23:44:16+00:00,[]
America’s Christian Zionists are not Christians. Stop supporting endless wars and sanctions for them and Israel.,Zionist,2020-02-09 23:44:07+00:00,[]
"Becareful using the term ""Isreal"". Make Sure to distinguish between the Zionist Isreal and the Isreal Mention in the Quran........ Make Allah Humiliate and Destroy the Zionist State.",Zionist,2020-02-09 23:43:04+00:00,[]
We all know that Palestine has always existed. Fuck the Zionist pigs.,Zionist,2020-02-09 23:42:15+00:00,[]
Of course there are some anti-Zionists with anti-Semitic tendencies but I’m an atheist so take my opinion with a grain of salt because this debate is freakishly long and complicated and does not seem to be coming to an end any time soon,Zionist,2020-02-09 23:40:10+00:00,[]
Hi Arpgnan - everything you say makes sense - because it also resonates with the modus operandii of the zionists’ cause right from Apartheidisrael’s inception - and before which continues in the very same deceptive way in the present and going forwards..,Zionist,2020-02-09 23:38:42+00:00,[]
"The Israeli Zionist occupation is bombing the Gaza Strip, this war has no end.",Zionist,2020-02-09 23:36:35+00:00,[]
Particularly on Palestine MM including ABC spout Zionist propaganda,Zionist,2020-02-09 23:36:25+00:00,[]
You do not have to believe in God to be a Zionist.,Zionist,2020-02-09 23:34:39+00:00,[]
Does the Gadfather think that light colored headscarves are more liberating than dark colored headscarves to wear to the anti-Zionist protest?,Zionist,2020-02-09 23:34:32+00:00,[]
between 1945 &amp; 1948 half of all palestinians were displaced from their homelands by zionist paramilitaries(deir yassin massacre). palestinians would have been wiped out if arab countries didnt help them plus isreal has invaded arab countries like egypt &amp; lebanon multiple times,Zionist,2020-02-09 23:33:42+00:00,[]
